"route_path","locale","paired_locale_route","baseline_status","historical_http_status","current_code_status","lifecycle","evidence_partition","route_source_provenance","implemented_in_current_code","current_known_http_state_from_accepted_evidence","page_category_type","content_source","current_content_state","appears_in_header_navigation","appears_in_footer","appears_in_sitemap","indexability_if_known","canonical_hreflang_issue_if_already_proven","duplicate_relationship_if_already_proven","important_existing_baseline_finding_ids","current_business_purpose","proposed_future_disposition","disposition_reason","confidence"
"/ar/industries","AR","/en/industries","BASE001B_TOTALS_ACCEPTED_ROW_IDENTITIES_UNAVAILABLE","SUMMARY_ONLY_102_TOTAL_86_SUCCESSFUL_LOCALIZED_PUBLIC_HTML_12_REPOSITORY_ONLY_CANDIDATES","CURRENT_CODE_KNOWN_IMPLEMENTED","CURRENT_INVENTORY_RECORD","CURRENT_CODE_KNOWN;CURRENT_HTTP_UNKNOWN;BASE001B_HISTORICAL_TOTALS_ONLY","current code: frontend/lib/routes/registry.ts + frontend/app/[locale]; baseline: docs/hexaterminal-codebase-audit/HexaTerminal_Page_Feature_Map.md; sitemap/nav/footer code as applicable","YES","UNKNOWN - no accepted per-route HTTP status evidence in repository baseline","Industries","API","PARTIAL","YES","YES","YES","Indexable when NEXT_PUBLIC_ALLOW_INDEXING=true","Known gap: missing-translation hreflang guard deferred; no per-route canonical defect proven","","F02,F24,F26","Industry hub","KEEP_AND_IMPROVE","Current route; industries need media/SEO/content review","HIGH"
"/ar/industries/[slug]","AR","/en/industries/[slug]","BASE001B_TOTALS_ACCEPTED_ROW_IDENTITIES_UNAVAILABLE","SUMMARY_ONLY_102_TOTAL_86_SUCCESSFUL_LOCALIZED_PUBLIC_HTML_12_REPOSITORY_ONLY_CANDIDATES","CURRENT_CODE_KNOWN_IMPLEMENTED","CURRENT_INVENTORY_RECORD","CURRENT_CODE_KNOWN;CURRENT_HTTP_UNKNOWN;BASE001B_HISTORICAL_TOTALS_ONLY","current code: frontend/lib/routes/registry.ts + frontend/app/[locale]; baseline: docs/hexaterminal-codebase-audit/HexaTerminal_Page_Feature_Map.md; sitemap/nav/footer code as applicable","YES","UNKNOWN - no accepted per-route HTTP status evidence in repository baseline","Industries","CMS","PARTIAL","NO","NO","YES","Per-record indexable unless CMS seo.noindex or environment noindex","Known gap: missing-translation hreflang guard deferred; no per-route canonical defect proven","","F02,F24,F26","Individual industry detail","KEEP_AND_IMPROVE","Implemented template; copy/media/SEO need review","HIGH"
"/ar/insights","AR","/en/insights","BASE001B_TOTALS_ACCEPTED_ROW_IDENTITIES_UNAVAILABLE","SUMMARY_ONLY_102_TOTAL_86_SUCCESSFUL_LOCALIZED_PUBLIC_HTML_12_REPOSITORY_ONLY_CANDIDATES","CURRENT_CODE_KNOWN_IMPLEMENTED","CURRENT_INVENTORY_RECORD","CURRENT_CODE_KNOWN;CURRENT_HTTP_UNKNOWN;BASE001B_HISTORICAL_TOTALS_ONLY","current code: frontend/lib/routes/registry.ts + frontend/app/[locale]; baseline: docs/hexaterminal-codebase-audit/HexaTerminal_Page_Feature_Map.md; sitemap/nav/footer code as applicable","YES","UNKNOWN - no accepted per-route HTTP status evidence in repository baseline","Insights","API","EMPTY","YES","YES","YES","Indexable when NEXT_PUBLIC_ALLOW_INDEXING=true","Known gap: missing-translation hreflang guard deferred; no per-route canonical defect proven","","F03,F24,F26","Article/insights hub","KEEP_AND_IMPROVE","Current route; accepted content inventory says articles are missing","HIGH"
"/ar/insights/[slug]","AR","/en/insights/[slug]","BASE001B_TOTALS_ACCEPTED_ROW_IDENTITIES_UNAVAILABLE","SUMMARY_ONLY_102_TOTAL_86_SUCCESSFUL_LOCALIZED_PUBLIC_HTML_12_REPOSITORY_ONLY_CANDIDATES","CURRENT_CODE_KNOWN_IMPLEMENTED","CURRENT_INVENTORY_RECORD","CURRENT_CODE_KNOWN;CURRENT_HTTP_UNKNOWN;BASE001B_HISTORICAL_TOTALS_ONLY","current code: frontend/lib/routes/registry.ts + frontend/app/[locale]; baseline: docs/hexaterminal-codebase-audit/HexaTerminal_Page_Feature_Map.md; sitemap/nav/footer code as applicable","YES","UNKNOWN - no accepted per-route HTTP status evidence in repository baseline","Insights","CMS","EMPTY","NO","NO","YES","Per-record indexable unless CMS seo.noindex or environment noindex","Known gap: missing-translation hreflang guard deferred; no per-route canonical defect proven","","F03,F24,F26","Article detail","KEEP_AND_IMPROVE","Implemented detail template; no article content proven","HIGH"
"/ar/preview/[token]","AR","/en/preview/[token]","BASE001B_TOTALS_ACCEPTED_ROW_IDENTITIES_UNAVAILABLE","SUMMARY_ONLY_102_TOTAL_86_SUCCESSFUL_LOCALIZED_PUBLIC_HTML_12_REPOSITORY_ONLY_CANDIDATES","CURRENT_CODE_KNOWN_IMPLEMENTED","CURRENT_INVENTORY_RECORD","CURRENT_CODE_KNOWN;CURRENT_HTTP_UNKNOWN;BASE001B_HISTORICAL_TOTALS_ONLY","current code: frontend/lib/routes/registry.ts + frontend/app/[locale]; baseline: docs/hexaterminal-codebase-audit/HexaTerminal_Page_Feature_Map.md; sitemap/nav/footer code as applicable","YES","UNKNOWN - no accepted per-route HTTP status evidence in repository baseline","Utility","API","UNKNOWN","NO","NO","NO","Noindex/no-store secure preview by design","Known gap: missing-translation hreflang guard deferred; no per-route canonical defect proven","","","Secure CMS preview by token","KEEP","Current utility route; token content cannot be inventoried","HIGH"
"/ar/pricing","AR","/en/pricing","BASE001B_TOTALS_ACCEPTED_ROW_IDENTITIES_UNAVAILABLE","SUMMARY_ONLY_102_TOTAL_86_SUCCESSFUL_LOCALIZED_PUBLIC_HTML_12_REPOSITORY_ONLY_CANDIDATES","CURRENT_CODE_KNOWN_IMPLEMENTED","CURRENT_INVENTORY_RECORD","CURRENT_CODE_KNOWN;CURRENT_HTTP_UNKNOWN;BASE001B_HISTORICAL_TOTALS_ONLY","current code: frontend/lib/routes/registry.ts + frontend/app/[locale]; baseline: docs/hexaterminal-codebase-audit/HexaTerminal_Page_Feature_Map.md; sitemap/nav/footer code as applicable","YES","UNKNOWN - no accepted per-route HTTP status evidence in repository baseline","Pricing","API","PARTIAL","NO","YES","YES","Indexable when NEXT_PUBLIC_ALLOW_INDEXING=true","Known gap: missing-translation hreflang guard deferred; no per-route canonical defect proven","","F15,F24,F34","Pricing and engagement-model discovery","KEEP_AND_IMPROVE","Current high-intent route; pricing approvals remain data-governed","HIGH"
"/ar/privacy","AR","/en/privacy","BASE001B_TOTALS_ACCEPTED_ROW_IDENTITIES_UNAVAILABLE","SUMMARY_ONLY_102_TOTAL_86_SUCCESSFUL_LOCALIZED_PUBLIC_HTML_12_REPOSITORY_ONLY_CANDIDATES","CURRENT_CODE_KNOWN_IMPLEMENTED","CURRENT_INVENTORY_RECORD","CURRENT_CODE_KNOWN;CURRENT_HTTP_UNKNOWN;BASE001B_HISTORICAL_TOTALS_ONLY","current code: frontend/lib/routes/registry.ts + frontend/app/[locale]; baseline: docs/hexaterminal-codebase-audit/HexaTerminal_Page_Feature_Map.md; sitemap/nav/footer code as applicable","YES","UNKNOWN - no accepted per-route HTTP status evidence in repository baseline","Legal","mixed","PLACEHOLDER","NO","YES","NO","Noindex; excluded from sitemap until legal review","Known gap: missing-translation hreflang guard deferred; no per-route canonical defect proven","","","Privacy-policy surface","KEEP_AND_IMPROVE","Implemented boilerplate pending legal review","HIGH"
"/ar/process","AR","/en/process","BASE001B_TOTALS_ACCEPTED_ROW_IDENTITIES_UNAVAILABLE","SUMMARY_ONLY_102_TOTAL_86_SUCCESSFUL_LOCALIZED_PUBLIC_HTML_12_REPOSITORY_ONLY_CANDIDATES","CURRENT_CODE_KNOWN_IMPLEMENTED","CURRENT_INVENTORY_RECORD","CURRENT_CODE_KNOWN;CURRENT_HTTP_UNKNOWN;BASE001B_HISTORICAL_TOTALS_ONLY","current code: registry target IA and app/[locale] page where present; baseline: Page Feature Map + global-information-architecture.md","YES","UNKNOWN - implemented but accepted evidence classifies public readiness as content-blocked or technically-ready","Trust","API","UNAVAILABLE","NO","NO","NO","Noindex; excluded from sitemap while technically-ready","Known gap: missing-translation hreflang guard deferred; no per-route canonical defect proven","","F32,F34","Delivery-process trust page","HIDE_CANDIDATE","Keep hidden until approved process content exists","HIGH"
"/ar/responsible-ai","AR","/en/responsible-ai","BASE001B_TOTALS_ACCEPTED_ROW_IDENTITIES_UNAVAILABLE","SUMMARY_ONLY_102_TOTAL_86_SUCCESSFUL_LOCALIZED_PUBLIC_HTML_12_REPOSITORY_ONLY_CANDIDATES","CURRENT_CODE_KNOWN_IMPLEMENTED","CURRENT_INVENTORY_RECORD","CURRENT_CODE_KNOWN;CURRENT_HTTP_UNKNOWN;BASE001B_HISTORICAL_TOTALS_ONLY","current code: registry target IA and app/[locale] page where present; baseline: Page Feature Map + global-information-architecture.md","YES","UNKNOWN - implemented but accepted evidence classifies public readiness as content-blocked or technically-ready","Trust","API","UNAVAILABLE","NO","NO","NO","Noindex; excluded from sitemap while technically-ready","Known gap: missing-translation hreflang guard deferred; no per-route canonical defect proven","","F32,F33","Responsible-AI disclosure/trust page","HIDE_CANDIDATE","Keep hidden until approved AI disclosure exists","HIGH"
"/ar/search","AR","/en/search","BASE001B_TOTALS_ACCEPTED_ROW_IDENTITIES_UNAVAILABLE","SUMMARY_ONLY_102_TOTAL_86_SUCCESSFUL_LOCALIZED_PUBLIC_HTML_12_REPOSITORY_ONLY_CANDIDATES","CURRENT_CODE_KNOWN_IMPLEMENTED","CURRENT_INVENTORY_RECORD","CURRENT_CODE_KNOWN;CURRENT_HTTP_UNKNOWN;BASE001B_HISTORICAL_TOTALS_ONLY","current code: frontend/lib/routes/registry.ts + frontend/app/[locale]; baseline: docs/hexaterminal-codebase-audit/HexaTerminal_Page_Feature_Map.md; sitemap/nav/footer code as applicable","YES","UNKNOWN - no accepted per-route HTTP status evidence in repository baseline","Search","API","COMPLETE","YES","NO","NO","Noindex; excluded from sitemap by registry","Known gap: missing-translation hreflang guard deferred; no per-route canonical defect proven","","F25,F30","Site search utility","KEEP","Current utility route intentionally excluded from index and sitemap","HIGH"
"/ar/security","AR","/en/security","BASE001B_TOTALS_ACCEPTED_ROW_IDENTITIES_UNAVAILABLE","SUMMARY_ONLY_102_TOTAL_86_SUCCESSFUL_LOCALIZED_PUBLIC_HTML_12_REPOSITORY_ONLY_CANDIDATES","CURRENT_CODE_KNOWN_IMPLEMENTED","CURRENT_INVENTORY_RECORD","CURRENT_CODE_KNOWN;CURRENT_HTTP_UNKNOWN;BASE001B_HISTORICAL_TOTALS_ONLY","current code: registry target IA and app/[locale] page where present; baseline: Page Feature Map + global-information-architecture.md","YES","UNKNOWN - implemented but accepted evidence classifies public readiness as content-blocked or technically-ready","Trust","API","UNAVAILABLE","NO","NO","NO","Noindex; excluded from sitemap while technically-ready","Known gap: missing-translation hreflang guard deferred; no per-route canonical defect proven","","F32,F34","Security trust page","HIDE_CANDIDATE","Keep hidden until approved trust content exists","HIGH"
"/ar/services","AR","/en/services","BASE001B_TOTALS_ACCEPTED_ROW_IDENTITIES_UNAVAILABLE","SUMMARY_ONLY_102_TOTAL_86_SUCCESSFUL_LOCALIZED_PUBLIC_HTML_12_REPOSITORY_ONLY_CANDIDATES","CURRENT_CODE_KNOWN_IMPLEMENTED","CURRENT_INVENTORY_RECORD","CURRENT_CODE_KNOWN;CURRENT_HTTP_UNKNOWN;BASE001B_HISTORICAL_TOTALS_ONLY","current code: frontend/lib/routes/registry.ts + frontend/app/[locale]; baseline: docs/hexaterminal-codebase-audit/HexaTerminal_Page_Feature_Map.md; sitemap/nav/footer code as applicable","YES","UNKNOWN - no accepted per-route HTTP status evidence in repository baseline","Service","API","MIXED_LANGUAGE","YES","YES","YES","Indexable when NEXT_PUBLIC_ALLOW_INDEXING=true","Known gap: missing-translation hreflang guard deferred; no per-route canonical defect proven","","F5,F6,F11,F12,F13,F14,F24,F26","Services/offering hub","KEEP_AND_IMPROVE","Current route; content inventory shows service copy/slugs need review","HIGH"
"/ar/services/[slug]","AR","/en/services/[slug]","BASE001B_TOTALS_ACCEPTED_ROW_IDENTITIES_UNAVAILABLE","SUMMARY_ONLY_102_TOTAL_86_SUCCESSFUL_LOCALIZED_PUBLIC_HTML_12_REPOSITORY_ONLY_CANDIDATES","CURRENT_CODE_KNOWN_IMPLEMENTED","CURRENT_INVENTORY_RECORD","CURRENT_CODE_KNOWN;CURRENT_HTTP_UNKNOWN;BASE001B_HISTORICAL_TOTALS_ONLY","current code: frontend/lib/routes/registry.ts + frontend/app/[locale]; baseline: docs/hexaterminal-codebase-audit/HexaTerminal_Page_Feature_Map.md; sitemap/nav/footer code as applicable","YES","UNKNOWN - no accepted per-route HTTP status evidence in repository baseline","Service Detail","CMS","MIXED_LANGUAGE","NO","NO","YES","Per-record indexable unless CMS seo.noindex or environment noindex","Known gap: missing-translation hreflang guard deferred; no per-route canonical defect proven","","F5,F6,F11,F12,F13,F14,F24,F26","Individual service detail","KEEP_AND_IMPROVE","Implemented content-gated template; records need approved copy and slug review","HIGH"
"/ar/start-a-project","AR","/en/start-a-project","BASE001B_TOTALS_ACCEPTED_ROW_IDENTITIES_UNAVAILABLE","SUMMARY_ONLY_102_TOTAL_86_SUCCESSFUL_LOCALIZED_PUBLIC_HTML_12_REPOSITORY_ONLY_CANDIDATES","CURRENT_CODE_KNOWN_IMPLEMENTED","CURRENT_INVENTORY_RECORD","CURRENT_CODE_KNOWN;CURRENT_HTTP_UNKNOWN;BASE001B_HISTORICAL_TOTALS_ONLY","current code: frontend/lib/routes/registry.ts + frontend/app/[locale]; baseline: docs/hexaterminal-codebase-audit/HexaTerminal_Page_Feature_Map.md; sitemap/nav/footer code as applicable","YES","UNKNOWN - no accepted per-route HTTP status evidence in repository baseline","Start Project","mixed","PARTIAL","YES","YES","YES","Indexable when NEXT_PUBLIC_ALLOW_INDEXING=true","Known gap: missing-translation hreflang guard deferred; no per-route canonical defect proven","","F16,F17,F18,F19,F20,F21,F22,F23","Primary project inquiry conversion path","KEEP_AND_IMPROVE","Current header CTA route; lead-flow copy improvements remain separate","HIGH"
"/ar/systems","AR","/en/systems","BASE001B_TOTALS_ACCEPTED_ROW_IDENTITIES_UNAVAILABLE","SUMMARY_ONLY_102_TOTAL_86_SUCCESSFUL_LOCALIZED_PUBLIC_HTML_12_REPOSITORY_ONLY_CANDIDATES","CURRENT_CODE_KNOWN_IMPLEMENTED","CURRENT_INVENTORY_RECORD","CURRENT_CODE_KNOWN;CURRENT_HTTP_UNKNOWN;BASE001B_HISTORICAL_TOTALS_ONLY","current code: frontend/lib/routes/registry.ts + frontend/app/[locale]; baseline: docs/hexaterminal-codebase-audit/HexaTerminal_Page_Feature_Map.md; sitemap/nav/footer code as applicable","YES","UNKNOWN - no accepted per-route HTTP status evidence in repository baseline","Systems","API","PARTIAL","YES","YES","YES","Indexable when NEXT_PUBLIC_ALLOW_INDEXING=true","Known gap: missing-translation hreflang guard deferred; no per-route canonical defect proven","","F01,F10,F24,F26","Systems/product portfolio hub","KEEP_AND_IMPROVE","Current route; production data remains unverified","HIGH"
"/ar/systems/[slug]","AR","/en/systems/[slug]","BASE001B_TOTALS_ACCEPTED_ROW_IDENTITIES_UNAVAILABLE","SUMMARY_ONLY_102_TOTAL_86_SUCCESSFUL_LOCALIZED_PUBLIC_HTML_12_REPOSITORY_ONLY_CANDIDATES","CURRENT_CODE_KNOWN_IMPLEMENTED","CURRENT_INVENTORY_RECORD","CURRENT_CODE_KNOWN;CURRENT_HTTP_UNKNOWN;BASE001B_HISTORICAL_TOTALS_ONLY","current code: frontend/lib/routes/registry.ts + frontend/app/[locale]; baseline: docs/hexaterminal-codebase-audit/HexaTerminal_Page_Feature_Map.md; sitemap/nav/footer code as applicable","YES","UNKNOWN - no accepted per-route HTTP status evidence in repository baseline","Systems","CMS","PARTIAL","NO","NO","YES","Per-record indexable unless CMS seo.noindex or environment noindex","Known gap: missing-translation hreflang guard deferred; no per-route canonical defect proven","","F01,F10,F24,F26","Individual system detail","KEEP_AND_IMPROVE","Implemented template; classification/content need review","HIGH"
"/ar/team","AR","/en/team","BASE001B_TOTALS_ACCEPTED_ROW_IDENTITIES_UNAVAILABLE","SUMMARY_ONLY_102_TOTAL_86_SUCCESSFUL_LOCALIZED_PUBLIC_HTML_12_REPOSITORY_ONLY_CANDIDATES","CURRENT_CODE_KNOWN_IMPLEMENTED","CURRENT_INVENTORY_RECORD","CURRENT_CODE_KNOWN;CURRENT_HTTP_UNKNOWN;BASE001B_HISTORICAL_TOTALS_ONLY","current code: registry target IA and app/[locale] page where present; baseline: Page Feature Map + global-information-architecture.md","YES","UNKNOWN - implemented but accepted evidence classifies public readiness as content-blocked or technically-ready","Team","API","PARTIAL","NO","NO","NO","Noindex in current registry/page metadata","Known gap: missing-translation hreflang guard deferred; no per-route canonical defect proven","","F04,F32","Team listing/profile surface","HIDE_CANDIDATE","Technically ready but hidden until approved bios and consent exist","HIGH"
